,회사,Date,지표,lag_0,lag_0_reverse,corr,index,영문명,구분,단위
217,accenture,2013-02-01,CAPEX,0.300203333,0.049598276,-0.12201345,2,Capital Expenditures - Net - Cash Flow,성장성,천원
218,accenture,2013-02-01,EBITDA2,0.642409364,6.90324E-07,0.820332223,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
219,accenture,2013-02-01,EBITDA2마진율,0.987834454,0.018013837,0.31918807,2,EBITDA Margin - %,수익성,비율
220,accenture,2013-02-01,EBITDA2증가율,0.199402465,0.785961933,0.152370807,3,,성장성,YoY_연도
221,accenture,2013-02-01,EPS,0.924616237,1.47387E-08,0.846082593,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
222,accenture,2013-02-01,EPS증가율,0.016577209,0.216398722,-0.142916165,1,,성장성,YoY_비율
223,accenture,2013-02-01,Free Cash Flow2,0.37668324,0.096622018,0.223355225,3,CF_Free Cash Flow,수익성,천원
224,accenture,2013-02-01,ROA,0.769326034,0.598691739,0.448496638,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
215,accenture,2013-02-01,BPS,0.130044393,0.418303633,-0.370395717,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
226,accenture,2013-02-01,ROIC,0.426541691,0.131364637,0.590193655,3,"Return on Invested Capital - %, TTM",수익성,%
227,accenture,2013-02-01,target,0.781368504,0.333818376,-0.085450639,3,,,
228,accenture,2013-02-01,당기순이익,0.818652064,6.28079E-07,0.893555698,2,IS_Net Income,수익성,천원
229,accenture,2013-02-01,매입채무회전율,0.725020724,0.036651316,0.520913449,2,매입채무회전율,활동성,비율
230,accenture,2013-02-01,매출액,0.147501131,0.004895848,0.928450083,2,IS_Revenue,성장성,천원
231,accenture,2013-02-01,매출액증가율,0.798153404,0.922391367,-0.169953864,3,,성장성,YoY_연도
232,accenture,2013-02-01,매출원가,0.158004123,0.00468914,0.914642866,2,IS_Cost of Revenue,성장성,천원
233,accenture,2013-02-01,매출채권회전율,0.438838052,0.340617049,0.143344028,3,매출채권회전율,활동성,비율
234,accenture,2013-02-01,매출총이익,0.394026558,0.001399838,0.913667928,2,IS_Gross Profit,수익성,천원
225,accenture,2013-02-01,ROE,0.469793448,0.81540635,0.248827418,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
287,accenture,2013-05-01,영업이익률,0.877998482,0.003709941,0.33071428,2,Operating Margin - %,수익성,비율
286,accenture,2013-05-01,영업이익,0.719127991,2.04017E-09,0.787571498,2,IS_Operating Income,수익성,천원
285,accenture,2013-05-01,순이익증가율,0.018934373,0.198584261,-0.156944566,1,,성장성,YoY_연도
281,accenture,2013-05-01,비유동비율,0.910679658,0.344295739,-0.519700998,3,,안정성,비율
283,accenture,2013-05-01,순부채,0.054077186,0.093057596,-0.909982869,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
282,accenture,2013-05-01,비유동자산,0.576173855,0.074107747,0.90961935,3,,안정성,천원
288,accenture,2013-05-01,영업이익증가율,0.817429378,0.750515885,0.166618793,3,,성장성,YoY_연도
284,accenture,2013-05-01,순이익률,0.973390113,4.29008E-07,0.691797621,2,Net Margin - %,수익성,비율
289,accenture,2013-05-01,운전자본증감,0.08775776,0.00367359,-0.550975537,2,CF_Changes in Working Capital,안정성,천원
294,accenture,2013-05-01,이자보상율,0.322967874,0.084215914,0.435586602,3,이자보상율,안정성,배
291,accenture,2013-05-01,유동자산,0.039112219,0.159753012,0.934834663,1,BS_Total Current Assets,안정성,천원
292,accenture,2013-05-01,이익잉여금,0.012587739,0.516964589,0.958153325,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
293,accenture,2013-05-01,이자발생부채,0.431892018,0.410143734,-0.591171142,3,,안정성,천원
295,accenture,2013-05-01,자기자본비율,0.328083791,0.019216759,0.837855741,2,자기자본비율,안정성,비율
296,accenture,2013-05-01,자본,0.021562595,0.005782248,0.948105367,0,BS_Common Stock,안정성,천원
297,accenture,2013-05-01,자산총계,0.081817693,0.225874803,0.936316983,3,BS_Total Assets,안정성,천원
298,accenture,2013-05-01,재고자산회전율,0.085406242,0.02378285,-0.822476232,2,,활동성,비율
299,accenture,2013-05-01,총자산회전율,0.028639932,0.686319641,0.130668946,1,"Asset Turnover, TTM",활동성,비율
280,accenture,2013-05-01,부채총계,0.242108679,0.42800303,0.90992821,3,BS_Total Liabilities,안정성,천원
290,accenture,2013-05-01,유동비율,0.265795169,0.274652103,0.50599843,3,Current Ratio,안정성,비율
279,accenture,2013-05-01,부채비율,0.748658712,0.212610035,-0.568408392,3,부채비율,안정성,비율
300,accenture,2013-05-01,현금배당성향,0.738923907,0.000243265,0.391382813,2,Dividend Payout Ratio - %,수익성,%
277,accenture,2013-05-01,매출총이익,0.616870161,0.000564548,0.916207736,2,IS_Gross Profit,수익성,천원
258,accenture,2013-05-01,BPS,0.107618587,0.443230722,-0.360584588,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
259,accenture,2013-05-01,BPS증가율,0.608379376,0.932789709,0.185099253,3,,성장성,YoY_비율
260,accenture,2013-05-01,CAPEX,0.273305981,0.025919743,-0.161017511,2,Capital Expenditures - Net - Cash Flow,성장성,천원
261,accenture,2013-05-01,EBITDA2,0.808648142,2.57173E-07,0.826059772,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
262,accenture,2013-05-01,EBITDA2마진율,0.952495426,0.008141776,0.326312502,2,EBITDA Margin - %,수익성,비율
263,accenture,2013-05-01,EBITDA2증가율,0.170126541,0.724726081,0.156030184,3,,성장성,YoY_연도
264,accenture,2013-05-01,EPS,0.752896814,2.97425E-08,0.852228384,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
265,accenture,2013-05-01,EPS증가율,0.018672604,0.199767419,-0.154783426,1,,성장성,YoY_비율
266,accenture,2013-05-01,Free Cash Flow2,0.283145933,0.069875467,0.245114775,3,CF_Free Cash Flow,수익성,천원
278,accenture,2013-05-01,매출총이익률,0.457894912,0.798220284,-0.208895524,3,Gross Profit Margin - %,수익성,비율
268,accenture,2013-05-01,ROE,0.418488979,0.960359466,0.25037533,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
269,accenture,2013-05-01,ROIC,0.51143301,0.10518625,0.589879706,3,"Return on Invested Capital - %, TTM",수익성,%
270,accenture,2013-05-01,target,0.778334332,0.212199153,-0.119933999,3,,,
271,accenture,2013-05-01,당기순이익,0.601859785,1.18424E-06,0.896994997,2,IS_Net Income,수익성,천원
272,accenture,2013-05-01,매입채무회전율,0.742244762,0.041106677,0.524341197,2,매입채무회전율,활동성,비율
273,accenture,2013-05-01,매출액,0.307701239,0.006254781,0.922053412,2,IS_Revenue,성장성,천원
274,accenture,2013-05-01,매출액증가율,0.681299543,0.81727555,-0.187898815,3,,성장성,YoY_연도
275,accenture,2013-05-01,매출원가,0.290610558,0.012966563,0.90531743,2,IS_Cost of Revenue,성장성,천원
276,accenture,2013-05-01,매출채권회전율,0.41287377,0.354118158,0.138113447,3,매출채권회전율,활동성,비율
267,accenture,2013-05-01,ROA,0.795065267,0.500284432,0.466243024,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
330,accenture,2013-08-01,영업이익률,0.906829649,0.003080541,0.328589931,2,Operating Margin - %,수익성,비율
329,accenture,2013-08-01,영업이익,0.799593351,3.02627E-09,0.788580746,2,IS_Operating Income,수익성,천원
328,accenture,2013-08-01,순이익증가율,0.017332921,0.172874719,-0.164110942,1,,성장성,YoY_연도
324,accenture,2013-08-01,비유동비율,0.826185777,0.386382361,-0.517242062,3,,안정성,비율
326,accenture,2013-08-01,순부채,0.100949554,0.141129631,-0.91073324,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
325,accenture,2013-08-01,비유동자산,0.784165662,0.028139562,0.919003245,2,,안정성,천원
331,accenture,2013-08-01,영업이익증가율,0.770472584,0.668760328,0.155565519,3,,성장성,YoY_연도
327,accenture,2013-08-01,순이익률,0.876287963,7.19957E-07,0.688545887,2,Net Margin - %,수익성,비율
332,accenture,2013-08-01,운전자본증감,0.068921194,0.002807977,-0.57320839,2,CF_Changes in Working Capital,안정성,천원
337,accenture,2013-08-01,이자보상율,0.234870505,0.116553451,0.405406788,3,이자보상율,안정성,배
334,accenture,2013-08-01,유동자산,0.106573918,0.236287583,0.935049255,3,BS_Total Current Assets,안정성,천원
335,accenture,2013-08-01,이익잉여금,0.021587428,0.494393526,0.962689322,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
336,accenture,2013-08-01,이자발생부채,0.341231184,0.80429367,-0.566036812,3,,안정성,천원
338,accenture,2013-08-01,자기자본비율,0.362543991,0.032744505,0.843869334,2,자기자본비율,안정성,비율
339,accenture,2013-08-01,자본,0.027429222,0.007232457,0.951920587,0,BS_Common Stock,안정성,천원
340,accenture,2013-08-01,자산총계,0.194253395,0.22223799,0.939379126,3,BS_Total Assets,안정성,천원
341,accenture,2013-08-01,재고자산회전율,0.11805086,0.024084223,-0.82973064,2,,활동성,비율
342,accenture,2013-08-01,총자산회전율,0.023164915,0.612379588,0.116521033,1,"Asset Turnover, TTM",활동성,비율
323,accenture,2013-08-01,부채총계,0.511373039,0.234704405,0.913176279,3,BS_Total Liabilities,안정성,천원
333,accenture,2013-08-01,유동비율,0.253049406,0.48331516,0.498730486,3,Current Ratio,안정성,비율
322,accenture,2013-08-01,부채비율,0.656080835,0.216751401,-0.569922795,3,부채비율,안정성,비율
343,accenture,2013-08-01,현금배당성향,0.821212568,0.000371919,0.342072853,2,Dividend Payout Ratio - %,수익성,%
320,accenture,2013-08-01,매출총이익,0.780645478,0.000848691,0.919481131,2,IS_Gross Profit,수익성,천원
301,accenture,2013-08-01,BPS,0.085640933,0.468126569,-0.353447964,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
302,accenture,2013-08-01,BPS증가율,0.634466096,0.871018153,0.18457529,3,,성장성,YoY_비율
303,accenture,2013-08-01,CAPEX,0.293115676,0.006336458,-0.229317609,2,Capital Expenditures - Net - Cash Flow,성장성,천원
304,accenture,2013-08-01,EBITDA2,0.92915413,3.39388E-07,0.828710029,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
305,accenture,2013-08-01,EBITDA2마진율,0.917554422,0.006049298,0.327033079,2,EBITDA Margin - %,수익성,비율
306,accenture,2013-08-01,EBITDA2증가율,0.157564332,0.798856102,0.141894961,3,,성장성,YoY_연도
307,accenture,2013-08-01,EPS,0.873048249,8.14656E-08,0.850296894,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
308,accenture,2013-08-01,EPS증가율,0.016995577,0.172118708,-0.162337637,1,,성장성,YoY_비율
309,accenture,2013-08-01,Free Cash Flow2,0.278281784,0.023696803,0.311631752,2,CF_Free Cash Flow,수익성,천원
321,accenture,2013-08-01,매출총이익률,0.544060691,0.840027303,-0.185824244,3,Gross Profit Margin - %,수익성,비율
311,accenture,2013-08-01,ROE,0.387887913,0.928183512,0.264343119,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
312,accenture,2013-08-01,ROIC,0.586444779,0.083025918,0.602153566,3,"Return on Invested Capital - %, TTM",수익성,%
313,accenture,2013-08-01,target,0.733886404,0.111036105,-0.17515937,3,,,
314,accenture,2013-08-01,당기순이익,0.745296547,3.91982E-06,0.893896253,2,IS_Net Income,수익성,천원
315,accenture,2013-08-01,매입채무회전율,0.809549583,0.053164968,0.518200322,3,매입채무회전율,활동성,비율
316,accenture,2013-08-01,매출액,0.535220349,0.014960034,0.921643084,2,IS_Revenue,성장성,천원
317,accenture,2013-08-01,매출액증가율,0.681300534,0.483398482,-0.227558,3,,성장성,YoY_연도
318,accenture,2013-08-01,매출원가,0.51056792,0.025384295,0.90399151,2,IS_Cost of Revenue,성장성,천원
319,accenture,2013-08-01,매출채권회전율,0.385519065,0.358490779,0.135427903,3,매출채권회전율,활동성,비율
310,accenture,2013-08-01,ROA,0.822196035,0.48666216,0.480983345,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
373,accenture,2013-11-01,영업이익률,0.74893495,0.001767472,0.333460022,2,Operating Margin - %,수익성,비율
372,accenture,2013-11-01,영업이익,0.403097036,9.68576E-10,0.797540026,2,IS_Operating Income,수익성,천원
371,accenture,2013-11-01,순이익증가율,0.025941259,0.169551228,-0.162152718,1,,성장성,YoY_연도
367,accenture,2013-11-01,비유동비율,0.876500585,0.396604077,-0.513620561,3,,안정성,비율
369,accenture,2013-11-01,순부채,0.021232772,0.495302352,-0.894296974,1,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
368,accenture,2013-11-01,비유동자산,0.514345121,0.025360539,0.927119757,2,,안정성,천원
374,accenture,2013-11-01,영업이익증가율,0.919569453,0.693587041,0.15467502,3,,성장성,YoY_연도
370,accenture,2013-11-01,순이익률,0.691679931,4.2572E-07,0.69230055,2,Net Margin - %,수익성,비율
375,accenture,2013-11-01,운전자본증감,0.070559833,0.001748697,-0.593042259,2,CF_Changes in Working Capital,안정성,천원
380,accenture,2013-11-01,이자보상율,0.568688282,0.150119102,0.379108247,3,이자보상율,안정성,배
377,accenture,2013-11-01,유동자산,0.016798787,0.439041842,0.931402297,1,BS_Total Current Assets,안정성,천원
378,accenture,2013-11-01,이익잉여금,0.007724554,0.471242543,0.96637617,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
379,accenture,2013-11-01,이자발생부채,0.823452427,0.857444511,-0.544393359,3,,안정성,천원
381,accenture,2013-11-01,자기자본비율,0.16287395,0.029509239,0.850152314,2,자기자본비율,안정성,비율
382,accenture,2013-11-01,자본,0.005401013,0.008756444,0.954643798,0,BS_Common Stock,안정성,천원
383,accenture,2013-11-01,자산총계,0.042721461,0.330790095,0.940522795,1,BS_Total Assets,안정성,천원
384,accenture,2013-11-01,재고자산회전율,0.052722174,0.060445036,-0.817656884,3,,활동성,비율
385,accenture,2013-11-01,총자산회전율,0.058740584,0.607505818,0.107881682,3,"Asset Turnover, TTM",활동성,비율
366,accenture,2013-11-01,부채총계,0.163423099,0.344542362,0.913487857,3,BS_Total Liabilities,안정성,천원
376,accenture,2013-11-01,유동비율,0.155156917,0.511765826,0.490019118,3,Current Ratio,안정성,비율
386,accenture,2013-11-01,현금배당성향,0.723075472,5.35279E-05,0.405668077,2,Dividend Payout Ratio - %,수익성,%
365,accenture,2013-11-01,부채비율,0.967924113,0.201647513,-0.572128531,3,부채비율,안정성,비율
363,accenture,2013-11-01,매출총이익,0.269365611,0.00060064,0.924696608,2,IS_Gross Profit,수익성,천원
364,accenture,2013-11-01,매출총이익률,0.410290811,0.916390726,-0.162871289,3,Gross Profit Margin - %,수익성,비율
344,accenture,2013-11-01,BPS,0.201444642,0.447229456,-0.351952924,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
345,accenture,2013-11-01,BPS증가율,0.583120621,0.934053881,0.178379977,3,,성장성,YoY_비율
346,accenture,2013-11-01,CAPEX,0.178704775,0.018107303,-0.165143192,2,Capital Expenditures - Net - Cash Flow,성장성,천원
347,accenture,2013-11-01,EBITDA2,0.465384896,1.45698E-07,0.836315612,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
348,accenture,2013-11-01,EBITDA2마진율,0.923825707,0.003566494,0.332396192,2,EBITDA Margin - %,수익성,비율
350,accenture,2013-11-01,EPS,0.347864233,3.25574E-08,0.856230224,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
351,accenture,2013-11-01,EPS증가율,0.025776623,0.169853909,-0.159587636,1,,성장성,YoY_비율
352,accenture,2013-11-01,Free Cash Flow2,0.17603999,0.054558288,0.245829279,3,CF_Free Cash Flow,수익성,천원
349,accenture,2013-11-01,EBITDA2증가율,0.268262037,0.773529862,0.142753467,3,,성장성,YoY_연도
354,accenture,2013-11-01,ROE,0.459300449,0.913706638,0.274049956,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
353,accenture,2013-11-01,ROA,0.707309488,0.422592697,0.497998775,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
361,accenture,2013-11-01,매출원가,0.129760078,0.018957697,0.905843773,2,IS_Cost of Revenue,성장성,천원
360,accenture,2013-11-01,매출액증가율,0.591229319,0.472616944,-0.228201622,3,,성장성,YoY_연도
359,accenture,2013-11-01,매출액,0.12364304,0.010543864,0.92408485,2,IS_Revenue,성장성,천원
